timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685811323828,1145,Random-data-API,200,OK,Thread Group 1-89,text,true,,1577,134,17,17,https://random-data-api.com/api/v2/users,1145,0,804
1685811323676,1344,Random-data-API,200,OK,Thread Group 1-115,text,true,,1557,134,16,16,https://random-data-api.com/api/v2/users,1344,0,956
1685811323828,1192,Random-data-API,200,OK,Thread Group 1-87,text,true,,1585,134,16,16,https://random-data-api.com/api/v2/users,1192,0,807
1685811323828,1176,Random-data-API,200,OK,Thread Group 1-86,text,true,,1535,134,16,16,https://random-data-api.com/api/v2/users,1175,0,803
1685811323826,1159,Random-data-API,200,OK,Thread Group 1-116,text,true,,1569,134,17,17,https://random-data-api.com/api/v2/users,1158,0,805
1685811324251,961,Random-data-API,200,OK,Thread Group 1-124,text,true,,1563,134,13,13,https://random-data-api.com/api/v2/users,961,0,521
1685811323833,1387,Random-data-API,200,OK,Thread Group 1-119,text,true,,1552,134,12,12,https://random-data-api.com/api/v2/users,1387,0,800
1685811324290,1190,Random-data-API,200,OK,Thread Group 1-122,text,true,,1569,134,12,12,https://random-data-api.com/api/v2/users,1190,0,928
1685811324476,1019,Random-data-API,200,OK,Thread Group 1-126,text,true,,1553,134,12,12,https://random-data-api.com/api/v2/users,1019,0,750
1685811324261,1244,Random-data-API,200,OK,Thread Group 1-123,text,true,,1552,134,11,11,https://random-data-api.com/api/v2/users,1244,0,972
1685811324466,1039,Random-data-API,200,OK,Thread Group 1-125,text,true,,1559,134,11,11,https://random-data-api.com/api/v2/users,1039,0,762
1685811324650,1092,Random-data-API,200,OK,Thread Group 1-128,text,true,,1558,134,12,12,https://random-data-api.com/api/v2/users,1092,0,838
1685811324633,1144,Random-data-API,200,OK,Thread Group 1-127,text,true,,1563,134,11,11,https://random-data-api.com/api/v2/users,1144,0,853
1685811324761,1033,Random-data-API,200,OK,Thread Group 1-129,text,true,,1569,134,10,10,https://random-data-api.com/api/v2/users,1033,0,763
1685811325225,775,Random-data-API,200,OK,Thread Group 1-131,text,true,,1574,134,11,11,https://random-data-api.com/api/v2/users,775,0,517
1685811325229,827,Random-data-API,200,OK,Thread Group 1-130,text,true,,1554,134,11,11,https://random-data-api.com/api/v2/users,826,0,544
1685811325224,833,Random-data-API,200,OK,Thread Group 1-132,text,true,,1547,134,11,11,https://random-data-api.com/api/v2/users,833,0,564
1685811325231,827,Random-data-API,200,OK,Thread Group 1-133,text,true,,1588,134,10,10,https://random-data-api.com/api/v2/users,827,0,548
